path_id,seg_id,x,y
0.0,0.0,216.77699279785156,2.1070001125335693
0.0,0.0,216.85648785215434,4.26430306771789
0.0,0.0,216.93598290645716,6.42160602290221
0.0,0.0,217.01547796075994,8.57890897808653
0.0,0.0,217.09497301506275,10.73621193327085
0.0,0.0,217.17446806936553,12.89351488845517
0.0,0.0,217.2539631236683,15.05081784363949
0.0,0.0,217.33345817797112,17.20812079882381
0.0,0.0,217.4129532322739,19.36542375400813
0.0,0.0,217.49244828657672,21.52272670919245
0.0,0.0,217.5719433408795,23.68002966437677
0.0,0.0,217.65143839518228,25.837332619561092
0.0,0.0,217.7309334494851,27.99463557474541
0.0,0.0,217.81042850378788,30.15193852992973
0.0,0.0,217.8899235580907,32.30924148511405
0.0,0.0,217.96941861239347,34.46654444029837
0.0,0.0,218.04891366669625,36.62384739548269
0.0,0.0,218.12840872099906,38.78115035066701
0.0,0.0,218.20790377530184,40.93845330585133
0.0,0.0,218.28739882960463,43.09575626103565
0.0,0.0,218.36689388390744,45.253059216219974
0.0,0.0,218.44638893821022,47.410362171404294
0.0,0.0,218.52588399251303,49.567665126588615
0.0,0.0,218.6053790468158,51.724968081772936
0.0,0.0,218.6848741011186,53.88227103695725
0.0,0.0,218.7643691554214,56.03957399214157
0.0,0.0,218.8438642097242,58.19687694732589
0.0,0.0,218.923359264027,60.35417990251021
0.0,0.0,219.00285431832978,62.51148285769453
0.0,0.0,219.08234937263256,64.66878581287885
0.0,0.0,219.16184442693537,66.82608876806317
0.0,0.0,219.24133948123816,68.9833917232475
0.0,0.0,219.32083453554097,71.14069467843181
0.0,0.0,219.40032958984375,73.29799763361613
0.0,0.0,219.47982464414653,75.45530058880045
0.0,0.0,219.55931969844934,77.61260354398478
0.0,0.0,219.63881475275213,79.7699064991691
0.0,0.0,219.71830980705494,81.92720945435342
0.0,0.0,219.79780486135772,84.08451240953774
0.0,0.0,219.8772999156605,86.24181536472206
0.0,0.0,219.9567949699633,88.39911831990638
0.0,0.0,220.0362900242661,90.5564212750907
0.0,0.0,220.1157850785689,92.71372423027502
0.0,0.0,220.1952801328717,94.87102718545934
0.0,0.0,220.27477518717447,97.02833014064366
0.0,0.0,220.35427024147728,99.18563309582798
0.0,0.0,220.43376529578006,101.3429360510123
0.0,0.0,220.51326035008287,103.50023900619662
0.0,0.0,220.59275540438566,105.65754196138093
0.0,0.0,220.67225045868844,107.81484491656525
0.0,0.0,220.75174551299125,109.97214787174957
0.0,0.0,220.83124056729403,112.12945082693389
0.0,0.0,220.9107356215968,114.28675378211821
0.0,0.0,220.99023067589962,116.44405673730253
0.0,0.0,221.0697257302024,118.60135969248685
0.0,0.0,221.14922078450522,120.75866264767117
0.0,0.0,221.228715838808,122.9159656028555
0.0,0.0,221.30821089311078,125.07326855803981
0.0,0.0,221.3877059474136,127.23057151322413
0.0,0.0,221.46720100171638,129.38787446840846
0.0,0.0,221.5466960560192,131.54517742359278
0.0,0.0,221.62619111032197,133.7024803787771
0.0,0.0,221.70568616462475,135.85978333396142
0.0,0.0,221.78518121892756,138.01708628914574
0.0,0.0,221.86467627323034,140.17438924433006
0.0,0.0,221.94417132753316,142.33169219951438
0.0,0.0,222.02366638183594,144.4889951546987
0.0,0.0,222.10316143613872,146.64629810988302
0.0,0.0,222.18265649044153,148.80360106506734
0.0,0.0,222.2621515447443,150.96090402025166
0.0,0.0,222.34164659904712,153.11820697543598
0.0,0.0,222.4211416533499,155.2755099306203
0.0,0.0,222.5006367076527,157.43281288580462
0.0,0.0,222.5801317619555,159.59011584098894
